fecha;Nemotecnico;Precio cierre;Precio maximo;Precio promedio ponderado;Precio minimo;Variacion absoluta;Variacion porcentual;Cantidad;Volumen;;;;;;;;;;;;
2022-11-04;CORFICOLCF;15,950.00;15,960.00;15,553.05;15,350.00;600.00;3,91;34,152.00;531,167,790.00;;;;;;;;;;;;
2022-11-08;CORFICOLCF;15,990.00;16,000.00;15,937.60;15,700.00;40.00;0,25;11,533.00;183,808,320.00;;;;;;;;;;;;
2022-11-09;CORFICOLCF;16,200.00;16,200.00;16,075.29;15,800.00;210.00;1,31;41,928.00;674,004,710.00;;;;;;;;;;;;
2022-11-10;CORFICOLCF;16,500.00;16,690.00;16,402.61;16,100.00;300.00;1,85;126,439.00;2,073,929,220.00;;;;;;;;;;;;
2022-11-11;CORFICOLCF;16,220.00;16,500.00;15,889.44;14,900.00;-280.00;-1,7;133,820.00;2,126,324,260.00;;;;;;;;;;;;
2022-11-15;CORFICOLCF;16,800.00;16,800.00;16,750.50;16,450.00;580.00;3,58;103,129.00;1,727,462,690.00;;;;;;;;;;;;
2022-11-16;CORFICOLCF;16,670.00;16,900.00;16,675.55;16,500.00;-130.00;-0,77;24,015.00;400,463,450.00;;;;;;;;;;;;
2022-11-17;CORFICOLCF;16,690.00;16,800.00;16,711.99;16,400.00;20.00;0,12;99,041.00;1,655,171,710.00;;;;;;;;;;;;
2022-11-18;CORFICOLCF;17,000.00;17,000.00;16,990.05;16,780.00;310.00;1,86;94,739.00;1,609,620,290.00;;;;;;;;;;;;
2022-11-21;CORFICOLCF;17,000.00;17,000.00;16,978.44;16,790.00;0.00;0;32,725.00;555,619,340.00;;;;;;;;;;;;
2022-11-22;CORFICOLCF;16,970.00;17,000.00;16,906.58;16,220.00;-30.00;-0,18;5,938.00;100,391,250.00;;;;;;;;;;;;
2022-11-23;CORFICOLCF;16,600.00;16,890.00;16,531.29;16,500.00;-370.00;-2,18;87,471.00;1,446,008,190.00;;;;;;;;;;;;
2022-11-24;CORFICOLCF;16,220.00;16,700.00;16,390.72;16,220.00;-380.00;-2,29;25,309.00;414,832,720.00;;;;;;;;;;;;
2022-11-25;CORFICOLCF;16,470.00;16,500.00;16,326.10;16,130.00;250.00;1,54;4,405.00;71,916,490.00;;;;;;;;;;;;
2022-11-28;CORFICOLCF;16,410.00;16,500.00;16,427.61;16,100.00;-60.00;-0,36;167,125.00;2,745,464,980.00;;;;;;;;;;;;
2022-11-29;CORFICOLCF;16,380.00;16,400.00;16,352.18;16,200.00;-30.00;-0,18;47,631.00;778,870,680.00;;;;;;;;;;;;
2022-11-30;CORFICOLCF;15,820.00;16,360.00;15,885.97;15,820.00;-560.00;-3,42;140,651.00;2,234,377,510.00;;;;;;;;;;;;
2022-12-01;CORFICOLCF;15,800.00;16,070.00;15,932.64;15,800.00;-20.00;-0,13;247,702.00;3,946,546,250.00;;;;;;;;;;;;
2022-12-02;CORFICOLCF;15,850.00;15,980.00;15,626.43;15,500.00;50.00;0,32;61,645.00;963,291,500.00;;;;;;;;;;;;
2022-12-05;CORFICOLCF;15,820.00;16,170.00;15,769.12;15,400.00;-30.00;-0,19;107,281.00;1,691,727,370.00;;;;;;;;;;;;
2022-12-06;CORFICOLCF;15,800.00;15,900.00;15,853.07;15,800.00;-20.00;-0,13;21,993.00;348,656,620.00;;;;;;;;;;;;
2022-12-07;CORFICOLCF;15,910.00;15,910.00;15,873.35;15,890.00;110.00;0,7;8,758.00;139,018,780.00;;;;;;;;;;;;
2022-12-09;CORFICOLCF;15,900.00;15,900.00;15,862.89;15,500.00;-10.00;-0,06;10,217.00;162,071,160.00;;;;;;;;;;;;
2022-12-12;CORFICOLCF;15,740.00;15,900.00;15,858.94;15,620.00;-160.00;-1,01;33,154.00;525,787,400.00;;;;;;;;;;;;
2022-12-13;CORFICOLCF;15,800.00;15,830.00;15,520.86;14,710.00;60.00;0,38;34,342.00;533,017,480.00;;;;;;;;;;;;
2022-12-14;CORFICOLCF;15,650.00;15,680.00;15,593.94;15,460.00;-150.00;-0,95;7,666.00;119,543,160.00;;;;;;;;;;;;
2022-12-15;CORFICOLCF;15,560.00;15,570.00;15,538.23;15,440.00;-90.00;-0,58;9,130.00;141,864,080.00;;;;;;;;;;;;
2022-12-16;CORFICOLCF;14,800.00;15,300.00;14,878.54;14,800.00;-760.00;-4,88;104,992.00;1,562,127,780.00;;;;;;;;;;;;
2022-12-19;CORFICOLCF;14,980.00;15,410.00;15,009.75;14,900.00;180.00;1,22;27,151.00;407,529,660.00;;;;;;;;;;;;
2022-12-20;CORFICOLCF;14,750.00;15,000.00;14,867.44;14,750.00;-230.00;-1,54;28,673.00;426,294,050.00;;;;;;;;;;;;
2022-12-21;CORFICOLCF;14,740.00;14,980.00;14,735.18;14,440.00;-10.00;-0,07;31,491.00;464,025,510.00;;;;;;;;;;;;
2022-12-22;CORFICOLCF;14,750.00;14,750.00;14,558.00;14,510.00;10.00;0,07;14,340.00;208,761,660.00;;;;;;;;;;;;
2022-12-23;CORFICOLCF;14,900.00;14,900.00;14,657.25;14,630.00;150.00;1,02;46,120.00;675,992,220.00;;;;;;;;;;;;
2022-12-26;CORFICOLCF;14,980.00;14,980.00;14,772.69;14,750.00;80.00;0,54;11,718.00;173,106,370.00;;;;;;;;;;;;
2022-12-27;CORFICOLCF;15,000.00;15,000.00;14,995.37;14,980.00;20.00;0,13;27,518.00;412,642,470.00;;;;;;;;;;;;
2022-12-28;CORFICOLCF;14,860.00;15,000.00;14,978.00;14,330.00;-140.00;-0,93;81,357.00;1,218,565,070.00;;;;;;;;;;;;
2022-12-29;CORFICOLCF;15,000.00;15,390.00;15,125.43;15,000.00;140.00;0,94;14,973.00;226,473,080.00;;;;;;;;;;;;
2022-01-03;CORFICOLCF;28,830.00;28,900.00;28,809.48;28,750.00;230.00;0,8;11,989.00;345,396,880.00;;;;;;;;;;;;
2022-01-04;CORFICOLCF;29,000.00;29,000.00;28,869.50;28,800.00;170.00;0,59;18,739.00;540,985,490.00;;;;;;;;;;;;
2022-01-05;CORFICOLCF;28,980.00;29,020.00;28,968.97;28,700.00;-20.00;-0,07;26,671.00;772,631,410.00;;;;;;;;;;;;
2022-01-06;CORFICOLCF;28,200.00;28,600.00;28,453.03;28,200.00;-780.00;-2,69;4,799.00;136,546,110.00;;;;;;;;;;;;
2022-01-07;CORFICOLCF;28,870.00;28,870.00;28,325.41;28,280.00;670.00;2,38;10,252.00;290,392,100.00;;;;;;;;;;;;
2022-01-11;CORFICOLCF;28,600.00;28,870.00;28,663.97;28,410.00;-270.00;-0,94;9,313.00;266,947,560.00;;;;;;;;;;;;
2022-01-12;CORFICOLCF;29,080.00;29,250.00;29,019.44;28,740.00;480.00;1,68;23,865.00;692,548,840.00;;;;;;;;;;;;
2022-01-13;CORFICOLCF;28,830.00;29,370.00;29,049.20;28,770.00;-250.00;-0,86;55,607.00;1,615,338,900.00;;;;;;;;;;;;
2022-01-14;CORFICOLCF;28,630.00;29,500.00;28,847.42;28,630.00;-200.00;-0,69;144,581.00;4,170,788,290.00;;;;;;;;;;;;
2022-01-17;CORFICOLCF;29,500.00;29,570.00;29,487.27;28,850.00;870.00;3,04;542,753.00;16,004,303,560.00;;;;;;;;;;;;
2022-01-18;CORFICOLCF;30,090.00;30,500.00;30,108.23;29,600.00;590.00;2;310,958.00;9,362,394,380.00;;;;;;;;;;;;
2022-01-19;CORFICOLCF;30,200.00;30,300.00;30,115.07;29,730.00;110.00;0,37;186,223.00;5,608,117,920.00;;;;;;;;;;;;
2022-01-20;CORFICOLCF;29,760.00;30,190.00;30,012.85;29,760.00;-440.00;-1,46;122,568.00;3,678,615,390.00;;;;;;;;;;;;
2022-01-21;CORFICOLCF;30,490.00;30,490.00;30,002.74;29,760.00;730.00;2,45;44,846.00;1,345,502,710.00;;;;;;;;;;;;
2022-01-24;CORFICOLCF;29,950.00;30,010.00;29,974.01;29,810.00;-540.00;-1,77;29,627.00;888,040,060.00;;;;;;;;;;;;
2022-01-25;CORFICOLCF;30,180.00;30,180.00;29,995.55;29,780.00;230.00;0,77;113,889.00;3,416,162,900.00;;;;;;;;;;;;
2022-01-26;CORFICOLCF;30,000.00;30,180.00;30,003.61;29,920.00;-180.00;-0,6;90,854.00;2,725,947,720.00;;;;;;;;;;;;
2022-01-27;CORFICOLCF;29,800.00;30,000.00;29,959.44;29,800.00;-200.00;-0,67;71,187.00;2,132,722,330.00;;;;;;;;;;;;
2022-01-28;CORFICOLCF;29,700.00;30,000.00;29,877.20;29,700.00;-100.00;-0,34;82,184.00;2,455,427,760.00;;;;;;;;;;;;
2022-01-31;CORFICOLCF;29,770.00;29,770.00;29,505.76;29,110.00;70.00;0,24;53,277.00;1,571,978,400.00;;;;;;;;;;;;
2022-02-01;CORFICOLCF;29,420.00;29,700.00;29,234.42;29,010.00;-350.00;-1,18;72,538.00;2,120,606,560.00;;;;;;;;;;;;
2022-02-02;CORFICOLCF;29,110.00;29,420.00;29,149.75;29,050.00;-310.00;-1,05;57,224.00;1,668,065,090.00;;;;;;;;;;;;
2022-02-03;CORFICOLCF;29,500.00;29,500.00;29,387.89;29,110.00;390.00;1,34;7,102.00;208,712,780.00;;;;;;;;;;;;
2022-02-04;CORFICOLCF;29,320.00;29,700.00;29,450.89;29,220.00;-180.00;-0,61;12,157.00;358,034,410.00;;;;;;;;;;;;
2022-02-07;CORFICOLCF;29,400.00;29,460.00;29,317.86;28,850.00;80.00;0,27;27,199.00;797,416,410.00;;;;;;;;;;;;
2022-02-08;CORFICOLCF;29,400.00;29,400.00;29,379.89;29,200.00;0.00;0;17,075.00;501,661,630.00;;;;;;;;;;;;
2022-02-09;CORFICOLCF;29,250.00;29,440.00;29,261.67;29,070.00;-150.00;-0,51;33,990.00;994,604,220.00;;;;;;;;;;;;
2022-02-10;CORFICOLCF;28,850.00;29,280.00;28,990.70;28,800.00;-400.00;-1,37;46,333.00;1,343,226,200.00;;;;;;;;;;;;
2022-02-11;CORFICOLCF;29,000.00;29,430.00;28,884.03;28,710.00;150.00;0,52;13,681.00;395,162,370.00;;;;;;;;;;;;
2022-02-14;CORFICOLCF;28,730.00;29,000.00;28,838.31;28,730.00;-270.00;-0,93;5,865.00;169,136,670.00;;;;;;;;;;;;
2022-02-15;CORFICOLCF;28,420.00;28,990.00;28,145.98;28,000.00;-310.00;-1,08;42,023.00;1,182,778,690.00;;;;;;;;;;;;
2022-02-16;CORFICOLCF;28,110.00;28,990.00;28,373.28;28,100.00;-310.00;-1,09;40,929.00;1,161,290,090.00;;;;;;;;;;;;
2022-02-17;CORFICOLCF;28,470.00;28,970.00;28,505.92;28,210.00;360.00;1,28;41,273.00;1,176,524,870.00;;;;;;;;;;;;
2022-02-18;CORFICOLCF;28,160.00;28,480.00;28,312.68;28,160.00;-310.00;-1,09;54,024.00;1,529,564,010.00;;;;;;;;;;;;
2022-02-21;CORFICOLCF;28,230.00;28,240.00;28,140.55;27,960.00;70.00;0,25;46,571.00;1,310,533,780.00;;;;;;;;;;;;
2022-02-22;CORFICOLCF;28,240.00;28,390.00;28,274.35;28,200.00;10.00;0,04;47,791.00;1,351,259,630.00;;;;;;;;;;;;
2022-02-23;CORFICOLCF;28,190.00;28,400.00;28,225.00;28,150.00;-50.00;-0,18;21,638.00;610,732,630.00;;;;;;;;;;;;
2022-02-24;CORFICOLCF;27,700.00;28,400.00;27,874.83;27,510.00;-490.00;-1,74;37,810.00;1,053,947,400.00;;;;;;;;;;;;
2022-02-25;CORFICOLCF;27,700.00;28,260.00;27,869.90;27,110.00;0.00;0;81,873.00;2,281,792,580.00;;;;;;;;;;;;
2022-02-28;CORFICOLCF;27,700.00;28,150.00;27,714.84;27,700.00;0.00;0;120,382.00;3,336,367,610.00;;;;;;;;;;;;
2022-03-01;CORFICOLCF;27,800.00;27,990.00;27,571.74;27,500.00;100.00;0,36;26,739.00;737,240,730.00;;;;;;;;;;;;
2022-03-02;CORFICOLCF;27,500.00;27,800.00;27,656.54;27,500.00;-300.00;-1,08;35,291.00;976,026,970.00;;;;;;;;;;;;
2022-03-03;CORFICOLCF;27,400.00;27,980.00;27,456.93;27,400.00;-100.00;-0,36;57,431.00;1,576,878,760.00;;;;;;;;;;;;
2022-03-04;CORFICOLCF;27,800.00;27,830.00;27,310.50;27,180.00;400.00;1,46;47,982.00;1,310,412,520.00;;;;;;;;;;;;
2022-03-07;CORFICOLCF;27,690.00;27,800.00;27,627.88;27,510.00;-110.00;-0,4;64,297.00;1,776,389,960.00;;;;;;;;;;;;
2022-03-08;CORFICOLCF;27,730.00;28,100.00;27,796.44;27,700.00;40.00;0,14;28,967.00;805,179,400.00;;;;;;;;;;;;
2022-03-09;CORFICOLCF;27,660.00;27,900.00;27,610.00;27,500.00;-70.00;-0,25;46,909.00;1,295,157,500.00;;;;;;;;;;;;
2022-03-10;CORFICOLCF;27,300.00;27,900.00;27,467.13;27,240.00;-360.00;-1,3;54,922.00;1,508,549,970.00;;;;;;;;;;;;
2022-03-11;CORFICOLCF;27,600.00;27,600.00;27,324.20;27,250.00;300.00;1,1;203,063.00;5,548,533,630.00;;;;;;;;;;;;
2022-03-14;CORFICOLCF;27,700.00;27,700.00;27,655.71;27,500.00;100.00;0,36;12,421.00;343,511,570.00;;;;;;;;;;;;
2022-03-15;CORFICOLCF;27,890.00;27,910.00;27,723.45;27,570.00;190.00;0,69;18,786.00;520,812,700.00;;;;;;;;;;;;
2022-03-16;CORFICOLCF;28,300.00;28,300.00;28,143.73;27,820.00;410.00;1,47;16,498.00;464,315,250.00;;;;;;;;;;;;
2022-03-17;CORFICOLCF;28,390.00;28,390.00;28,050.45;27,730.00;90.00;0,32;79,738.00;2,236,686,500.00;;;;;;;;;;;;
2022-03-18;CORFICOLCF;27,990.00;28,480.00;28,127.51;27,990.00;-400.00;-1,41;38,773.00;1,090,588,000.00;;;;;;;;;;;;
2022-03-22;CORFICOLCF;28,000.00;28,360.00;28,006.51;28,000.00;10.00;0,04;53,044.00;1,485,577,200.00;;;;;;;;;;;;
2022-03-23;CORFICOLCF;27,900.00;28,220.00;27,645.18;27,560.00;-100.00;-0,36;15,448.00;427,062,770.00;;;;;;;;;;;;
2022-03-24;CORFICOLCF;28,200.00;28,290.00;28,177.09;27,920.00;300.00;1,08;15,397.00;433,842,610.00;;;;;;;;;;;;
2022-03-25;CORFICOLCF;28,000.00;28,100.00;27,925.49;27,700.00;-200.00;-0,71;45,613.00;1,273,765,340.00;;;;;;;;;;;;
2022-03-28;CORFICOLCF;28,190.00;28,240.00;28,136.11;27,780.00;190.00;0,68;20,198.00;568,293,220.00;;;;;;;;;;;;
2022-03-29;CORFICOLCF;28,260.00;28,260.00;27,977.70;27,900.00;70.00;0,25;29,880.00;835,973,670.00;;;;;;;;;;;;
2022-03-30;CORFICOLCF;28,170.00;28,500.00;28,140.59;27,850.00;-90.00;-0,32;90,136.00;2,536,480,140.00;;;;;;;;;;;;
2022-03-31;CORFICOLCF;28,080.00;28,120.00;28,096.15;27,950.00;-90.00;-0,32;24,280.00;682,174,500.00;;;;;;;;;;;;
2022-04-01;CORFICOLCF;27,970.00;28,200.00;28,007.36;27,960.00;-110.00;-0,39;29,073.00;814,257,860.00;;;;;;;;;;;;
2022-04-04;CORFICOLCF;28,250.00;28,360.00;28,128.86;28,000.00;280.00;1;37,627.00;1,058,404,670.00;;;;;;;;;;;;
2022-04-05;CORFICOLCF;28,100.00;28,380.00;28,138.74;28,030.00;-150.00;-0,53;31,792.00;894,586,850.00;;;;;;;;;;;;
2022-04-06;CORFICOLCF;28,010.00;28,300.00;28,124.93;28,000.00;-90.00;-0,32;309,355.00;8,700,586,500.00;;;;;;;;;;;;
2022-04-07;CORFICOLCF;28,150.00;28,150.00;27,988.34;27,900.00;140.00;0,5;52,482.00;1,468,883,930.00;;;;;;;;;;;;
2022-04-08;CORFICOLCF;28,290.00;28,290.00;28,275.52;27,910.00;140.00;0,5;212,138.00;5,998,313,200.00;;;;;;;;;;;;
2022-04-11;CORFICOLCF;28,100.00;28,100.00;28,120.47;28,100.00;-190.00;-0,67;4,223.00;118,752,740.00;;;;;;;;;;;;
2022-04-12;CORFICOLCF;28,080.00;28,100.00;27,908.58;27,850.00;-20.00;-0,07;28,507.00;795,589,840.00;;;;;;;;;;;;
2022-04-13;CORFICOLCF;28,140.00;28,190.00;28,022.89;27,880.00;60.00;0,21;10,408.00;291,662,190.00;;;;;;;;;;;;
2022-04-18;CORFICOLCF;27,810.00;28,190.00;27,917.53;27,810.00;-330.00;-1,17;23,803.00;664,521,080.00;;;;;;;;;;;;
2022-04-19;CORFICOLCF;28,110.00;28,140.00;28,077.35;27,810.00;300.00;1,08;153,760.00;4,317,173,730.00;;;;;;;;;;;;
2022-04-20;CORFICOLCF;28,200.00;28,200.00;28,193.94;27,980.00;90.00;0,32;258,220.00;7,280,239,550.00;;;;;;;;;;;;
2022-04-21;CORFICOLCF;28,250.00;28,480.00;28,262.39;28,210.00;50.00;0,18;158,424.00;4,477,440,450.00;;;;;;;;;;;;
2022-04-22;CORFICOLCF;28,800.00;28,800.00;28,515.60;28,310.00;550.00;1,95;165,895.00;4,730,595,150.00;;;;;;;;;;;;
2022-04-25;CORFICOLCF;28,970.00;29,180.00;28,919.96;28,300.00;170.00;0,59;44,557.00;1,288,586,680.00;;;;;;;;;;;;
2022-04-26;CORFICOLCF;29,000.00;29,510.00;29,161.24;29,000.00;30.00;0,1;157,527.00;4,593,683,000.00;;;;;;;;;;;;
2022-04-27;CORFICOLCF;28,910.00;29,250.00;28,901.60;28,600.00;-90.00;-0,31;39,839.00;1,151,410,780.00;;;;;;;;;;;;
2022-04-28;CORFICOLCF;29,140.00;29,140.00;28,863.19;28,400.00;230.00;0,8;54,628.00;1,576,738,110.00;;;;;;;;;;;;
2022-04-29;CORFICOLCF;29,000.00;29,200.00;29,007.28;28,900.00;-140.00;-0,48;37,718.00;1,094,096,480.00;;;;;;;;;;;;
2022-05-02;CORFICOLCF;29,170.00;29,170.00;28,809.49;28,700.00;170.00;0,59;32,684.00;941,609,480.00;;;;;;;;;;;;
2022-05-03;CORFICOLCF;29,000.00;29,000.00;28,920.44;28,720.00;-170.00;-0,58;20,385.00;589,543,170.00;;;;;;;;;;;;
2022-05-04;CORFICOLCF;28,680.00;29,150.00;28,861.64;28,610.00;-320.00;-1,1;39,909.00;1,151,839,110.00;;;;;;;;;;;;
2022-05-05;CORFICOLCF;28,000.00;28,970.00;28,411.77;28,000.00;-680.00;-2,37;45,368.00;1,288,985,350.00;;;;;;;;;;;;
2022-05-06;CORFICOLCF;28,060.00;28,440.00;28,110.01;28,010.00;60.00;0,21;3,420.00;96,136,250.00;;;;;;;;;;;;
2022-05-09;CORFICOLCF;27,960.00;28,030.00;27,582.69;27,500.00;-100.00;-0,36;18,337.00;505,783,860.00;;;;;;;;;;;;
2022-05-10;CORFICOLCF;28,000.00;28,000.00;27,715.02;27,500.00;40.00;0,14;17,280.00;478,915,530.00;;;;;;;;;;;;
2022-05-11;CORFICOLCF;27,560.00;27,980.00;27,645.36;27,550.00;-440.00;-1,57;10,222.00;282,590,870.00;;;;;;;;;;;;
2022-05-12;CORFICOLCF;27,300.00;27,980.00;27,694.21;27,300.00;-260.00;-0,94;37,002.00;1,024,741,190.00;;;;;;;;;;;;
2022-05-13;CORFICOLCF;27,300.00;27,900.00;27,394.60;27,300.00;0.00;0;43,123.00;1,181,337,470.00;;;;;;;;;;;;
2022-05-16;CORFICOLCF;27,400.00;27,700.00;27,534.38;27,340.00;100.00;0,37;31,166.00;858,136,520.00;;;;;;;;;;;;
2022-05-17;CORFICOLCF;25,350.00;27,400.00;25,686.20;25,350.00;-2,050.00;-7,48;39,626.00;1,017,841,250.00;;;;;;;;;;;;
2022-05-18;CORFICOLCF;25,000.00;25,130.00;24,983.33;24,700.00;-350.00;-1,38;75,666.00;1,890,388,880.00;;;;;;;;;;;;
2022-05-19;CORFICOLCF;24,500.00;24,500.00;24,149.34;24,000.00;-500.00;-2;44,012.00;1,062,860,620.00;;;;;;;;;;;;
2022-05-20;CORFICOLCF;23,650.00;24,750.00;23,590.53;22,700.00;-850.00;-3,47;35,459.00;836,496,470.00;;;;;;;;;;;;
2022-05-23;CORFICOLCF;24,450.00;24,450.00;24,023.06;23,650.00;800.00;3,38;31,460.00;755,765,380.00;;;;;;;;;;;;
2022-05-24;CORFICOLCF;24,140.00;24,200.00;24,190.09;24,030.00;-310.00;-1,27;81,873.00;1,980,515,600.00;;;;;;;;;;;;
2022-05-25;CORFICOLCF;23,700.00;24,210.00;23,990.53;23,700.00;-440.00;-1,82;23,728.00;569,247,390.00;;;;;;;;;;;;
2022-05-26;CORFICOLCF;23,660.00;23,940.00;23,741.99;23,660.00;-40.00;-0,17;17,312.00;411,021,380.00;;;;;;;;;;;;
2022-05-27;CORFICOLCF;24,000.00;24,000.00;23,842.76;23,700.00;340.00;1,44;26,421.00;629,949,580.00;;;;;;;;;;;;
2022-05-31;CORFICOLCF;25,600.00;25,800.00;25,522.96;24,990.00;1,600.00;6,67;113,435.00;2,895,197,330.00;;;;;;;;;;;;
2022-06-01;CORFICOLCF;25,900.00;26,000.00;25,708.23;25,500.00;300.00;1,17;67,703.00;1,740,524,300.00;;;;;;;;;;;;
2022-06-02;CORFICOLCF;25,800.00;26,000.00;25,878.55;25,720.00;-100.00;-0,39;174,361.00;4,512,209,230.00;;;;;;;;;;;;
2022-06-03;CORFICOLCF;25,300.00;25,880.00;25,574.86;25,200.00;-500.00;-1,94;58,629.00;1,499,428,430.00;;;;;;;;;;;;
2022-06-06;CORFICOLCF;24,480.00;25,500.00;25,000.46;24,480.00;-820.00;-3,24;56,605.00;1,415,151,090.00;;;;;;;;;;;;
2022-06-07;CORFICOLCF;24,990.00;24,990.00;24,540.26;24,000.00;510.00;2,08;38,538.00;945,732,540.00;;;;;;;;;;;;
2022-06-08;CORFICOLCF;24,800.00;24,800.00;24,773.58;24,400.00;-190.00;-0,76;20,832.00;516,083,290.00;;;;;;;;;;;;
2022-06-09;CORFICOLCF;23,500.00;24,300.00;23,656.04;23,500.00;-1,300.00;-5,24;39,502.00;934,460,760.00;;;;;;;;;;;;
2022-06-10;CORFICOLCF;23,400.00;24,000.00;23,514.74;23,340.00;-100.00;-0,43;66,051.00;1,553,172,130.00;;;;;;;;;;;;
2022-06-13;CORFICOLCF;23,410.00;23,500.00;22,878.38;22,810.00;10.00;0,04;103,060.00;2,357,846,050.00;;;;;;;;;;;;
2022-06-14;CORFICOLCF;23,000.00;23,460.00;22,907.05;22,750.00;-410.00;-1,75;43,391.00;993,959,900.00;;;;;;;;;;;;
2022-06-15;CORFICOLCF;22,500.00;23,490.00;23,122.10;22,200.00;-500.00;-2,17;38,101.00;880,975,090.00;;;;;;;;;;;;
2022-06-16;CORFICOLCF;23,300.00;23,300.00;22,887.52;22,450.00;800.00;3,56;22,089.00;505,562,320.00;;;;;;;;;;;;
2022-06-17;CORFICOLCF;23,300.00;23,600.00;23,073.25;22,820.00;0.00;0;14,548.00;335,669,620.00;;;;;;;;;;;;
2022-06-21;CORFICOLCF;21,830.00;22,800.00;22,025.64;21,560.00;-1,470.00;-6,31;22,139.00;487,625,580.00;;;;;;;;;;;;
2022-06-22;CORFICOLCF;21,750.00;22,500.00;22,099.60;21,750.00;-80.00;-0,37;25,265.00;558,346,500.00;;;;;;;;;;;;
2022-06-23;CORFICOLCF;21,600.00;22,800.00;21,855.13;21,600.00;-150.00;-0,69;36,512.00;797,974,350.00;;;;;;;;;;;;
2022-06-24;CORFICOLCF;22,000.00;22,250.00;21,823.18;21,200.00;400.00;1,85;35,090.00;765,775,310.00;;;;;;;;;;;;
2022-06-28;CORFICOLCF;21,500.00;22,000.00;21,441.98;21,150.00;-500.00;-2,27;276,680.00;5,932,565,950.00;;;;;;;;;;;;
2022-06-29;CORFICOLCF;20,850.00;21,500.00;21,076.68;20,850.00;-650.00;-3,02;22,769.00;479,894,920.00;;;;;;;;;;;;
2022-06-30;CORFICOLCF;20,500.00;21,470.00;20,992.91;20,500.00;-350.00;-1,68;338,109.00;7,097,891,360.00;;;;;;;;;;;;
2021-07-01;CORFICOLCF;29,300.00;29,300.00;29,101.12;29,000.00;100.00;0,34;36,175.00;1,052,733,120.00;;;;;;;;;;;;
2021-07-02;CORFICOLCF;29,730.00;29,830.00;29,469.69;29,110.00;430.00;1,47;13,081.00;385,492,960.00;;;;;;;;;;;;
2021-07-06;CORFICOLCF;30,000.00;30,000.00;29,925.19;29,520.00;270.00;0,91;21,643.00;647,670,900.00;;;;;;;;;;;;
2021-07-07;CORFICOLCF;29,970.00;29,970.00;29,837.14;29,330.00;-30.00;-0,1;16,227.00;484,167,300.00;;;;;;;;;;;;
2021-07-08;CORFICOLCF;29,980.00;29,980.00;29,769.56;29,400.00;10.00;0,03;59,412.00;1,768,669,220.00;;;;;;;;;;;;
2021-07-09;CORFICOLCF;29,910.00;30,390.00;30,002.13;29,900.00;-70.00;-0,23;35,071.00;1,052,204,720.00;;;;;;;;;;;;
2021-07-12;CORFICOLCF;30,450.00;30,470.00;29,995.83;29,950.00;540.00;1,81;58,748.00;1,762,194,910.00;;;;;;;;;;;;
2021-07-13;CORFICOLCF;30,260.00;30,420.00;30,208.41;30,160.00;-190.00;-0,62;4,940.00;149,229,570.00;;;;;;;;;;;;
2021-07-14;CORFICOLCF;30,060.00;30,280.00;30,184.02;30,060.00;-200.00;-0,66;16,866.00;509,083,760.00;;;;;;;;;;;;
2021-07-15;CORFICOLCF;30,090.00;30,100.00;29,918.92;29,710.00;30.00;0,1;17,081.00;511,045,110.00;;;;;;;;;;;;
2021-07-16;CORFICOLCF;29,990.00;30,120.00;30,043.42;29,990.00;-100.00;-0,33;7,983.00;239,836,650.00;;;;;;;;;;;;
2021-07-19;CORFICOLCF;29,030.00;29,510.00;29,396.36;29,030.00;-960.00;-3,2;6,731.00;197,866,930.00;;;;;;;;;;;;
2021-07-21;CORFICOLCF;29,020.00;29,480.00;29,347.03;29,020.00;-10.00;-0,03;790,876.00;23,209,863,000.00;;;;;;;;;;;;
2021-07-22;CORFICOLCF;29,670.00;29,930.00;29,290.44;29,000.00;650.00;2,24;18,790.00;550,367,430.00;;;;;;;;;;;;
2021-07-23;CORFICOLCF;29,610.00;29,640.00;29,480.12;29,020.00;-60.00;-0,2;2,797.00;82,455,900.00;;;;;;;;;;;;
2021-07-26;CORFICOLCF;29,480.00;29,600.00;29,498.67;29,450.00;-130.00;-0,44;106,644.00;3,145,855,690.00;;;;;;;;;;;;
2021-07-27;CORFICOLCF;29,430.00;29,510.00;29,188.55;29,130.00;-50.00;-0,17;23,214.00;677,583,050.00;;;;;;;;;;;;
2021-07-28;CORFICOLCF;29,420.00;29,420.00;29,133.89;29,070.00;-10.00;-0,03;16,178.00;471,328,120.00;;;;;;;;;;;;
2021-07-29;CORFICOLCF;29,460.00;29,460.00;29,424.87;29,400.00;40.00;0,14;72,396.00;2,130,243,200.00;;;;;;;;;;;;
2021-07-30;CORFICOLCF;29,280.00;29,420.00;29,163.23;29,020.00;-180.00;-0,61;14,502.00;422,925,170.00;;;;;;;;;;;;
2021-08-02;CORFICOLCF;28,830.00;29,540.00;29,106.80;28,650.00;-450.00;-1,54;123,603.00;3,597,688,160.00;;;;;;;;;;;;
2021-08-03;CORFICOLCF;28,500.00;28,830.00;28,451.07;28,000.00;-330.00;-1,14;20,405.00;580,544,080.00;;;;;;;;;;;;
2021-08-04;CORFICOLCF;28,500.00;28,940.00;28,557.37;28,500.00;0.00;0;140,807.00;4,021,077,650.00;;;;;;;;;;;;
2021-08-05;CORFICOLCF;28,550.00;28,610.00;28,568.46;28,500.00;50.00;0,18;14,725.00;420,670,630.00;;;;;;;;;;;;
