fecha;Nemotecnico;Precio cierre;Precio maximo;Precio promedio ponderado;Precio minimo;Variacion absoluta;Variacion porcentual;Cantidad;Volumen;;;;;;;;;;;;
2021-08-06;CORFICOLCF;28,500.00;28,500.00;28,500.83;28,500.00;-50.00;-0,18;26,558.00;756,925,000.00;;;;;;;;;;;;
2021-08-09;CORFICOLCF;28,490.00;28,500.00;28,493.18;28,490.00;-10.00;-0,04;10,270.00;292,624,970.00;;;;;;;;;;;;
2021-08-10;CORFICOLCF;28,210.00;28,350.00;28,342.90;28,210.00;-280.00;-0,98;9,270.00;262,738,700.00;;;;;;;;;;;;
2021-08-11;CORFICOLCF;28,300.00;28,300.00;28,053.68;28,000.00;90.00;0,32;275,772.00;7,736,418,150.00;;;;;;;;;;;;
2021-08-12;CORFICOLCF;28,300.00;28,610.00;28,111.34;28,100.00;0.00;0;483,124.00;13,581,264,620.00;;;;;;;;;;;;
2021-08-13;CORFICOLCF;28,280.00;28,340.00;28,234.49;28,180.00;-20.00;-0,07;83,336.00;2,352,949,690.00;;;;;;;;;;;;
2021-08-17;CORFICOLCF;29,000.00;29,000.00;28,415.38;28,000.00;720.00;2,55;57,326.00;1,628,940,290.00;;;;;;;;;;;;
2021-08-18;CORFICOLCF;29,490.00;29,490.00;29,222.86;29,000.00;490.00;1,69;256,178.00;7,486,253,410.00;;;;;;;;;;;;
2021-08-19;CORFICOLCF;30,000.00;30,000.00;29,922.59;29,500.00;510.00;1,73;78,391.00;2,345,661,950.00;;;;;;;;;;;;
2021-08-20;CORFICOLCF;29,900.00;30,200.00;29,971.47;29,890.00;-100.00;-0,33;16,457.00;493,240,490.00;;;;;;;;;;;;
2021-08-23;CORFICOLCF;28,600.00;29,700.00;28,935.34;28,600.00;-1,300.00;-4,35;807,154.00;23,355,276,770.00;;;;;;;;;;;;
2021-08-24;CORFICOLCF;28,520.00;28,580.00;28,513.57;28,420.00;-80.00;-0,28;72,219.00;2,059,221,470.00;;;;;;;;;;;;
2021-08-25;CORFICOLCF;28,750.00;28,750.00;28,508.71;28,500.00;230.00;0,81;528,396.00;15,063,890,150.00;;;;;;;;;;;;
2021-08-26;CORFICOLCF;28,880.00;29,000.00;28,924.82;28,780.00;130.00;0,45;29,800.00;861,959,640.00;;;;;;;;;;;;
2021-08-27;CORFICOLCF;28,660.00;28,880.00;28,753.12;28,660.00;-220.00;-0,76;37,985.00;1,092,187,090.00;;;;;;;;;;;;
2021-08-30;CORFICOLCF;28,770.00;28,770.00;28,691.30;28,620.00;110.00;0,38;9,556.00;274,174,100.00;;;;;;;;;;;;
2021-08-31;CORFICOLCF;28,560.00;28,690.00;28,568.20;28,500.00;-210.00;-0,73;38,126.00;1,089,191,050.00;;;;;;;;;;;;
2021-09-01;CORFICOLCF;28,890.00;28,890.00;28,757.17;28,600.00;330.00;1,16;47,969.00;1,379,452,630.00;;;;;;;;;;;;
2021-09-02;CORFICOLCF;28,860.00;28,880.00;28,824.71;28,740.00;-30.00;-0,1;27,895.00;804,065,290.00;;;;;;;;;;;;
2021-09-03;CORFICOLCF;28,790.00;28,800.00;28,652.80;28,650.00;-70.00;-0,24;540,705.00;15,492,711,840.00;;;;;;;;;;;;
2021-09-06;CORFICOLCF;28,840.00;28,840.00;28,768.27;28,710.00;50.00;0,17;7,774.00;223,644,540.00;;;;;;;;;;;;
2021-09-07;CORFICOLCF;28,700.00;28,890.00;28,783.25;28,700.00;-140.00;-0,49;39,877.00;1,147,789,550.00;;;;;;;;;;;;
2021-09-08;CORFICOLCF;28,680.00;28,870.00;28,722.73;28,680.00;-20.00;-0,07;77,290.00;2,219,980,060.00;;;;;;;;;;;;
2021-09-09;CORFICOLCF;28,600.00;28,850.00;28,634.29;28,500.00;-80.00;-0,28;165,450.00;4,737,542,750.00;;;;;;;;;;;;
2021-09-10;CORFICOLCF;28,740.00;28,800.00;28,700.89;28,620.00;140.00;0,49;14,531.00;417,052,610.00;;;;;;;;;;;;
2021-09-13;CORFICOLCF;28,520.00;28,850.00;28,546.97;28,500.00;-220.00;-0,77;78,377.00;2,237,425,990.00;;;;;;;;;;;;
2021-09-14;CORFICOLCF;28,530.00;28,640.00;28,578.68;28,530.00;10.00;0,04;429,266.00;12,267,855,210.00;;;;;;;;;;;;
2021-09-15;CORFICOLCF;28,500.00;28,650.00;28,577.75;28,410.00;-30.00;-0,11;242,931.00;6,942,420,420.00;;;;;;;;;;;;
2021-09-16;CORFICOLCF;28,670.00;28,860.00;28,631.85;28,520.00;170.00;0,6;348,669.00;9,983,038,280.00;;;;;;;;;;;;
2021-09-17;CORFICOLCF;29,000.00;29,300.00;28,996.69;28,690.00;330.00;1,15;1,824,857.00;52,914,813,800.00;;;;;;;;;;;;
2021-09-20;CORFICOLCF;28,870.00;29,000.00;28,941.05;28,680.00;-130.00;-0,45;129,838.00;3,757,648,690.00;;;;;;;;;;;;
2021-09-21;CORFICOLCF;28,850.00;28,950.00;28,868.99;28,810.00;-20.00;-0,07;430,169.00;12,418,544,250.00;;;;;;;;;;;;
2021-09-22;CORFICOLCF;28,780.00;28,960.00;28,861.14;28,700.00;-70.00;-0,24;181,676.00;5,243,376,220.00;;;;;;;;;;;;
2021-09-23;CORFICOLCF;28,640.00;28,930.00;28,702.45;28,610.00;-140.00;-0,49;103,906.00;2,982,357,280.00;;;;;;;;;;;;
2021-09-24;CORFICOLCF;28,500.00;28,840.00;28,584.83;28,300.00;-140.00;-0,49;105,222.00;3,007,753,290.00;;;;;;;;;;;;
2021-09-27;CORFICOLCF;28,550.00;28,800.00;28,636.40;28,540.00;50.00;0,18;192,689.00;5,517,920,030.00;;;;;;;;;;;;
2021-09-28;CORFICOLCF;28,600.00;28,790.00;28,460.65;28,400.00;50.00;0,18;322,799.00;9,187,070,320.00;;;;;;;;;;;;
2021-09-29;CORFICOLCF;28,790.00;28,840.00;28,775.34;28,700.00;190.00;0,66;74,902.00;2,155,330,520.00;;;;;;;;;;;;
2021-09-30;CORFICOLCF;28,800.00;28,870.00;28,691.86;28,610.00;10.00;0,03;127,684.00;3,663,491,620.00;;;;;;;;;;;;
2021-10-01;CORFICOLCF;29,000.00;29,080.00;28,886.57;28,710.00;200.00;0,69;492,983.00;14,240,589,600.00;;;;;;;;;;;;
2021-10-04;CORFICOLCF;29,000.00;29,290.00;29,075.93;29,000.00;0.00;0;113,989.00;3,314,335,620.00;;;;;;;;;;;;
2021-10-05;CORFICOLCF;29,320.00;29,450.00;29,272.96;29,100.00;320.00;1,1;369,931.00;10,828,975,590.00;;;;;;;;;;;;
2021-10-06;CORFICOLCF;29,200.00;29,290.00;29,191.23;29,100.00;-120.00;-0,41;97,261.00;2,839,167,930.00;;;;;;;;;;;;
2021-10-07;CORFICOLCF;29,310.00;29,650.00;29,412.89;29,200.00;110.00;0,38;149,470.00;4,396,345,000.00;;;;;;;;;;;;
2021-10-08;CORFICOLCF;29,400.00;29,520.00;29,374.87;29,300.00;90.00;0,31;121,625.00;3,572,718,440.00;;;;;;;;;;;;
2021-10-11;CORFICOLCF;29,590.00;29,790.00;29,598.93;29,490.00;190.00;0,65;84,777.00;2,509,308,140.00;;;;;;;;;;;;
2021-10-12;CORFICOLCF;29,410.00;29,600.00;29,469.69;29,360.00;-180.00;-0,61;103,522.00;3,050,761,560.00;;;;;;;;;;;;
2021-10-13;CORFICOLCF;29,500.00;29,590.00;29,494.62;29,330.00;90.00;0,31;237,123.00;6,993,852,320.00;;;;;;;;;;;;
2021-10-14;CORFICOLCF;29,590.00;29,600.00;29,548.38;29,410.00;90.00;0,31;44,829.00;1,324,624,480.00;;;;;;;;;;;;
2021-10-15;CORFICOLCF;29,600.00;29,670.00;29,603.29;29,550.00;10.00;0,03;47,846.00;1,416,398,920.00;;;;;;;;;;;;
2021-10-19;CORFICOLCF;29,560.00;29,900.00;29,551.42;29,450.00;-40.00;-0,14;13,605.00;402,047,040.00;;;;;;;;;;;;
2021-10-20;CORFICOLCF;29,560.00;29,800.00;29,541.63;29,480.00;0.00;0;59,055.00;1,744,581,050.00;;;;;;;;;;;;
2021-10-21;CORFICOLCF;29,490.00;29,590.00;29,513.16;29,470.00;-70.00;-0,24;23,828.00;703,239,660.00;;;;;;;;;;;;
2021-10-22;CORFICOLCF;29,430.00;29,500.00;29,369.86;29,300.00;-60.00;-0,2;36,385.00;1,068,622,410.00;;;;;;;;;;;;
2021-10-25;CORFICOLCF;29,320.00;29,590.00;29,381.28;29,160.00;-110.00;-0,37;104,034.00;3,056,651,910.00;;;;;;;;;;;;
2021-10-26;CORFICOLCF;29,800.00;29,800.00;29,500.64;29,400.00;480.00;1,64;356,256.00;10,509,779,710.00;;;;;;;;;;;;
2021-10-27;CORFICOLCF;29,650.00;29,890.00;29,681.71;29,620.00;-150.00;-0,5;291,555.00;8,653,850,100.00;;;;;;;;;;;;
2021-10-28;CORFICOLCF;29,670.00;29,790.00;29,609.12;29,490.00;20.00;0,07;50,939.00;1,508,259,190.00;;;;;;;;;;;;
2021-10-29;CORFICOLCF;29,670.00;29,670.00;29,542.59;29,400.00;0.00;0;98,995.00;2,924,568,310.00;;;;;;;;;;;;
2021-11-02;CORFICOLCF;29,500.00;29,790.00;29,674.53;29,500.00;-170.00;-0,57;196,633.00;5,834,992,760.00;;;;;;;;;;;;
2021-11-03;CORFICOLCF;29,990.00;29,990.00;29,839.04;29,410.00;490.00;1,66;109,055.00;3,254,096,980.00;;;;;;;;;;;;
2021-11-04;CORFICOLCF;29,700.00;29,940.00;29,738.46;29,380.00;-290.00;-0,97;88,440.00;2,630,069,050.00;;;;;;;;;;;;
2021-11-05;CORFICOLCF;29,640.00;29,850.00;29,644.06;29,420.00;-60.00;-0,2;29,055.00;861,308,120.00;;;;;;;;;;;;
2021-11-08;CORFICOLCF;29,600.00;29,790.00;29,674.67;29,600.00;-40.00;-0,13;20,447.00;606,757,900.00;;;;;;;;;;;;
2021-11-09;CORFICOLCF;29,500.00;29,840.00;29,496.50;29,310.00;-100.00;-0,34;101,596.00;2,996,726,750.00;;;;;;;;;;;;
2021-11-10;CORFICOLCF;29,380.00;29,500.00;29,310.44;29,200.00;-120.00;-0,41;100,428.00;2,943,588,920.00;;;;;;;;;;;;
2021-11-11;CORFICOLCF;29,300.00;29,380.00;28,968.82;28,500.00;-80.00;-0,27;96,660.00;2,800,126,250.00;;;;;;;;;;;;
2021-11-12;CORFICOLCF;28,900.00;29,400.00;28,967.39;28,870.00;-400.00;-1,37;40,429.00;1,171,122,620.00;;;;;;;;;;;;
2021-11-16;CORFICOLCF;28,840.00;28,970.00;28,722.53;28,500.00;-60.00;-0,21;140,870.00;4,046,142,730.00;;;;;;;;;;;;
2021-11-17;CORFICOLCF;29,200.00;29,200.00;28,999.95;28,500.00;360.00;1,25;108,465.00;3,145,479,540.00;;;;;;;;;;;;
2021-11-18;CORFICOLCF;28,900.00;29,000.00;28,903.13;28,900.00;-300.00;-1,03;25,560.00;738,763,920.00;;;;;;;;;;;;
2021-11-19;CORFICOLCF;28,500.00;28,910.00;28,597.00;28,500.00;-400.00;-1,38;41,816.00;1,195,812,250.00;;;;;;;;;;;;
2021-11-22;CORFICOLCF;28,900.00;28,900.00;28,691.69;28,500.00;400.00;1,4;15,341.00;440,159,250.00;;;;;;;;;;;;
2021-11-23;CORFICOLCF;28,500.00;28,900.00;28,555.49;28,350.00;-400.00;-1,38;43,071.00;1,229,913,580.00;;;;;;;;;;;;
2021-11-24;CORFICOLCF;28,500.00;28,800.00;28,628.35;28,500.00;0.00;0;18,760.00;537,067,760.00;;;;;;;;;;;;
2021-11-25;CORFICOLCF;28,300.00;28,600.00;28,467.69;28,300.00;-200.00;-0,7;46,816.00;1,332,743,460.00;;;;;;;;;;;;
2021-11-26;CORFICOLCF;28,300.00;28,300.00;28,174.21;28,000.00;0.00;0;48,288.00;1,360,476,320.00;;;;;;;;;;;;
2021-11-29;CORFICOLCF;28,590.00;28,590.00;28,294.68;27,980.00;290.00;1,02;99,909.00;2,826,892,870.00;;;;;;;;;;;;
2021-11-30;CORFICOLCF;28,780.00;29,000.00;28,775.08;28,270.00;190.00;0,66;535,924.00;15,421,255,870.00;;;;;;;;;;;;
2021-12-01;CORFICOLCF;28,550.00;29,200.00;28,963.57;28,550.00;-230.00;-0,8;68,610.00;1,987,190,760.00;;;;;;;;;;;;
2021-12-02;CORFICOLCF;28,600.00;28,970.00;28,648.17;28,570.00;50.00;0,18;30,494.00;873,597,380.00;;;;;;;;;;;;
2021-12-03;CORFICOLCF;28,860.00;28,990.00;28,755.51;28,670.00;260.00;0,91;61,886.00;1,779,563,430.00;;;;;;;;;;;;
2021-12-06;CORFICOLCF;28,790.00;28,900.00;28,806.10;28,760.00;-70.00;-0,24;53,508.00;1,541,356,900.00;;;;;;;;;;;;
2021-12-07;CORFICOLCF;28,650.00;28,900.00;28,781.55;28,650.00;-140.00;-0,49;61,264.00;1,763,272,720.00;;;;;;;;;;;;
2021-12-09;CORFICOLCF;28,500.00;28,680.00;28,439.12;28,250.00;-150.00;-0,52;39,414.00;1,120,899,330.00;;;;;;;;;;;;
2021-12-10;CORFICOLCF;28,500.00;28,500.00;28,379.19;28,200.00;0.00;0;14,480.00;410,930,650.00;;;;;;;;;;;;
2021-12-13;CORFICOLCF;27,800.00;28,500.00;27,855.59;27,800.00;-700.00;-2,46;33,961.00;946,003,600.00;;;;;;;;;;;;
2021-12-14;CORFICOLCF;28,100.00;28,100.00;27,980.83;27,800.00;300.00;1,08;22,651.00;633,793,780.00;;;;;;;;;;;;
2021-12-15;CORFICOLCF;28,340.00;28,420.00;28,225.50;28,100.00;240.00;0,85;11,229.00;316,944,180.00;;;;;;;;;;;;
2021-12-16;CORFICOLCF;28,650.00;28,650.00;28,524.91;28,350.00;310.00;1,09;75,960.00;2,166,752,450.00;;;;;;;;;;;;
2021-12-17;CORFICOLCF;28,500.00;28,830.00;28,719.09;28,360.00;-150.00;-0,52;159,146.00;4,570,528,060.00;;;;;;;;;;;;
2021-12-20;CORFICOLCF;28,860.00;28,860.00;28,574.00;28,400.00;360.00;1,26;31,211.00;891,823,080.00;;;;;;;;;;;;
2021-12-21;CORFICOLCF;28,970.00;29,000.00;28,931.62;28,660.00;110.00;0,38;25,755.00;745,133,980.00;;;;;;;;;;;;
2021-12-22;CORFICOLCF;28,980.00;28,980.00;28,937.77;28,700.00;10.00;0,03;19,858.00;574,646,160.00;;;;;;;;;;;;
2021-12-23;CORFICOLCF;28,850.00;28,900.00;28,740.57;28,600.00;-130.00;-0,45;9,514.00;273,437,760.00;;;;;;;;;;;;
2021-12-24;CORFICOLCF;28,650.00;28,650.00;28,618.13;28,600.00;-200.00;-0,69;3,919.00;112,154,460.00;;;;;;;;;;;;
2021-12-27;CORFICOLCF;28,600.00;28,600.00;28,594.92;28,580.00;-50.00;-0,17;12,177.00;348,200,340.00;;;;;;;;;;;;
2021-12-28;CORFICOLCF;28,530.00;28,530.00;28,493.10;28,400.00;-70.00;-0,24;12,484.00;355,707,900.00;;;;;;;;;;;;
2021-12-29;CORFICOLCF;28,410.00;28,410.00;28,461.14;28,410.00;-120.00;-0,42;682.00;19,410,500.00;;;;;;;;;;;;
2021-12-30;CORFICOLCF;28,600.00;28,600.00;28,573.01;28,500.00;190.00;0,67;2,971.00;84,890,420.00;;;;;;;;;;;;
2021-01-04;CORFICOLCF;32,900.00;32,900.00;32,561.54;32,300.00;500.00;1,54;8,738.00;284,522,700.00;;;;;;;;;;;;
2021-01-05;CORFICOLCF;32,600.00;32,900.00;32,421.10;32,000.00;-300.00;-0,91;43,409.00;1,407,367,500.00;;;;;;;;;;;;
2021-01-06;CORFICOLCF;32,600.00;32,600.00;32,564.79;32,220.00;0.00;0;56,345.00;1,834,862,890.00;;;;;;;;;;;;
2021-01-07;CORFICOLCF;32,130.00;32,600.00;32,389.85;32,130.00;-470.00;-1,44;32,164.00;1,041,787,140.00;;;;;;;;;;;;
2021-01-08;CORFICOLCF;32,540.00;32,550.00;32,463.62;32,130.00;410.00;1,28;16,719.00;542,759,310.00;;;;;;;;;;;;
2021-01-12;CORFICOLCF;32,300.00;32,850.00;32,419.65;31,610.00;-240.00;-0,74;198,870.00;6,447,296,740.00;;;;;;;;;;;;
2021-01-13;CORFICOLCF;31,770.00;32,300.00;31,791.85;31,760.00;-530.00;-1,64;62,455.00;1,985,559,930.00;;;;;;;;;;;;
2021-01-14;CORFICOLCF;32,100.00;32,180.00;32,025.47;31,610.00;330.00;1,04;38,447.00;1,231,283,430.00;;;;;;;;;;;;
2021-01-15;CORFICOLCF;31,880.00;31,880.00;31,528.90;31,210.00;-220.00;-0,69;49,052.00;1,546,555,400.00;;;;;;;;;;;;
2021-01-18;CORFICOLCF;31,700.00;31,890.00;31,546.31;31,310.00;-180.00;-0,56;25,556.00;806,197,470.00;;;;;;;;;;;;
2021-01-19;CORFICOLCF;32,250.00;32,390.00;32,129.79;31,690.00;550.00;1,74;40,040.00;1,286,476,720.00;;;;;;;;;;;;
2021-01-20;CORFICOLCF;32,000.00;32,230.00;31,970.13;31,800.00;-250.00;-0,78;99,865.00;3,192,697,250.00;;;;;;;;;;;;
2021-01-21;CORFICOLCF;32,490.00;32,490.00;32,100.16;31,990.00;490.00;1,53;105,780.00;3,395,554,830.00;;;;;;;;;;;;
2021-01-22;CORFICOLCF;32,480.00;32,480.00;32,191.97;32,100.00;-10.00;-0,03;110,296.00;3,550,645,370.00;;;;;;;;;;;;
2021-01-25;CORFICOLCF;32,450.00;32,500.00;32,411.26;32,040.00;-30.00;-0,09;22,051.00;714,700,670.00;;;;;;;;;;;;
2021-01-26;CORFICOLCF;32,400.00;32,440.00;32,254.71;32,140.00;-50.00;-0,15;46,607.00;1,503,295,280.00;;;;;;;;;;;;
2021-01-27;CORFICOLCF;32,400.00;32,400.00;32,211.40;31,870.00;0.00;0;146,395.00;4,715,587,350.00;;;;;;;;;;;;
2021-01-28;CORFICOLCF;32,450.00;32,500.00;32,324.26;32,000.00;50.00;0,15;72,712.00;2,350,361,630.00;;;;;;;;;;;;
2021-01-29;CORFICOLCF;32,220.00;32,490.00;32,213.49;31,820.00;-230.00;-0,71;145,905.00;4,700,109,610.00;;;;;;;;;;;;
2021-02-01;CORFICOLCF;32,340.00;32,360.00;32,240.20;32,040.00;120.00;0,37;30,052.00;968,882,570.00;;;;;;;;;;;;
2021-02-02;CORFICOLCF;32,200.00;32,400.00;32,303.88;32,180.00;-140.00;-0,43;76,055.00;2,456,871,580.00;;;;;;;;;;;;
2021-02-03;CORFICOLCF;32,390.00;32,400.00;32,355.61;31,900.00;190.00;0,59;67,138.00;2,172,291,190.00;;;;;;;;;;;;
2021-02-04;CORFICOLCF;32,350.00;32,450.00;32,299.67;32,010.00;-40.00;-0,12;53,796.00;1,737,593,080.00;;;;;;;;;;;;
2021-02-05;CORFICOLCF;32,400.00;32,490.00;32,384.49;32,260.00;50.00;0,15;25,161.00;814,826,240.00;;;;;;;;;;;;
2021-02-08;CORFICOLCF;32,300.00;32,500.00;32,233.89;32,100.00;-100.00;-0,31;79,747.00;2,570,556,320.00;;;;;;;;;;;;
2021-02-09;CORFICOLCF;32,400.00;32,490.00;32,285.81;32,130.00;100.00;0,31;82,257.00;2,655,734,100.00;;;;;;;;;;;;
2021-02-10;CORFICOLCF;32,760.00;32,800.00;32,452.77;32,300.00;360.00;1,11;60,129.00;1,951,352,820.00;;;;;;;;;;;;
2021-02-11;CORFICOLCF;32,750.00;32,760.00;32,727.07;32,540.00;-10.00;-0,03;43,920.00;1,437,372,730.00;;;;;;;;;;;;
2021-02-12;CORFICOLCF;32,790.00;32,790.00;32,664.71;32,520.00;40.00;0,12;29,449.00;961,942,990.00;;;;;;;;;;;;
2021-02-15;CORFICOLCF;32,660.00;32,800.00;32,662.00;32,660.00;-130.00;-0,4;16,125.00;526,674,700.00;;;;;;;;;;;;
2021-02-16;CORFICOLCF;32,600.00;32,890.00;32,770.25;32,500.00;-60.00;-0,18;61,271.00;2,007,866,180.00;;;;;;;;;;;;
2021-02-17;CORFICOLCF;32,850.00;32,850.00;32,665.24;32,600.00;250.00;0,77;11,413.00;372,808,350.00;;;;;;;;;;;;
2021-02-18;CORFICOLCF;32,500.00;32,680.00;32,594.37;32,490.00;-350.00;-1,07;33,829.00;1,102,635,000.00;;;;;;;;;;;;
2021-02-19;CORFICOLCF;32,590.00;32,600.00;32,473.21;32,300.00;90.00;0,28;31,313.00;1,016,833,760.00;;;;;;;;;;;;
2021-02-22;CORFICOLCF;32,590.00;32,590.00;32,517.64;32,270.00;0.00;0;25,737.00;836,906,520.00;;;;;;;;;;;;
2021-02-23;CORFICOLCF;32,460.00;32,560.00;32,513.77;32,300.00;-130.00;-0,4;111,538.00;3,626,521,240.00;;;;;;;;;;;;
2021-02-24;CORFICOLCF;32,600.00;32,880.00;32,549.50;32,430.00;140.00;0,43;170,083.00;5,536,117,400.00;;;;;;;;;;;;
2021-02-25;CORFICOLCF;32,520.00;32,880.00;32,477.31;32,410.00;-80.00;-0,25;49,604.00;1,611,004,300.00;;;;;;;;;;;;
2021-02-26;CORFICOLCF;32,540.00;32,580.00;32,570.20;32,500.00;20.00;0,06;112,502.00;3,664,213,150.00;;;;;;;;;;;;
2021-03-01;CORFICOLCF;32,540.00;32,780.00;32,539.37;32,500.00;0.00;0;45,708.00;1,487,309,630.00;;;;;;;;;;;;
2021-03-02;CORFICOLCF;32,490.00;32,650.00;32,501.17;32,300.00;-50.00;-0,15;17,150.00;557,395,070.00;;;;;;;;;;;;
2021-03-03;CORFICOLCF;32,430.00;32,500.00;32,438.39;32,390.00;-60.00;-0,18;62,615.00;2,031,130,020.00;;;;;;;;;;;;
2021-03-04;CORFICOLCF;32,430.00;32,660.00;32,392.97;32,200.00;0.00;0;532,762.00;17,257,741,810.00;;;;;;;;;;;;
2021-03-05;CORFICOLCF;32,150.00;32,530.00;32,059.60;31,790.00;-280.00;-0,86;44,251.00;1,418,669,300.00;;;;;;;;;;;;
2021-03-08;CORFICOLCF;32,210.00;32,210.00;32,027.12;31,950.00;60.00;0,19;35,131.00;1,125,144,900.00;;;;;;;;;;;;
2021-03-09;CORFICOLCF;31,980.00;32,200.00;31,752.79;31,500.00;-230.00;-0,71;32,121.00;1,019,931,430.00;;;;;;;;;;;;
2021-03-10;CORFICOLCF;32,200.00;32,370.00;32,159.86;31,700.00;220.00;0,69;37,134.00;1,194,224,390.00;;;;;;;;;;;;
2021-03-11;CORFICOLCF;32,370.00;32,400.00;32,294.83;32,010.00;170.00;0,53;3,315.00;107,057,360.00;;;;;;;;;;;;
2021-03-12;CORFICOLCF;32,380.00;32,600.00;32,404.49;32,380.00;10.00;0,03;17,022.00;551,589,200.00;;;;;;;;;;;;
2021-03-15;CORFICOLCF;32,200.00;32,200.00;32,195.73;32,010.00;-180.00;-0,56;22,309.00;718,254,600.00;;;;;;;;;;;;
2021-03-16;CORFICOLCF;32,490.00;32,490.00;32,219.38;31,720.00;290.00;0,9;327,486.00;10,551,396,010.00;;;;;;;;;;;;
2021-03-17;CORFICOLCF;32,350.00;32,350.00;32,301.97;32,250.00;-140.00;-0,43;8,785.00;283,772,820.00;;;;;;;;;;;;
2021-03-18;CORFICOLCF;31,100.00;32,010.00;31,384.57;31,100.00;-1,250.00;-3,86;102,270.00;3,209,700,470.00;;;;;;;;;;;;
2021-03-19;CORFICOLCF;32,000.00;32,000.00;31,818.73;31,110.00;900.00;2,89;313,842.00;9,986,055,150.00;;;;;;;;;;;;
2021-03-23;CORFICOLCF;32,300.00;32,500.00;32,275.75;31,520.00;300.00;0,94;50,679.00;1,635,702,630.00;;;;;;;;;;;;
2021-03-24;CORFICOLCF;32,160.00;32,400.00;32,324.63;32,160.00;-140.00;-0,43;8,345.00;269,749,050.00;;;;;;;;;;;;
2021-03-25;CORFICOLCF;32,130.00;32,440.00;32,149.72;31,830.00;-30.00;-0,09;5,339.00;171,647,330.00;;;;;;;;;;;;
2021-03-26;CORFICOLCF;32,290.00;32,390.00;32,285.86;32,000.00;160.00;0,5;20,322.00;656,113,320.00;;;;;;;;;;;;
2021-03-29;CORFICOLCF;32,900.00;32,900.00;32,533.55;32,320.00;610.00;1,89;3,682.00;119,788,530.00;;;;;;;;;;;;
2021-03-30;CORFICOLCF;32,640.00;32,640.00;32,458.09;32,060.00;-260.00;-0,79;16,912.00;548,931,240.00;;;;;;;;;;;;
2021-03-31;CORFICOLCF;32,730.00;32,730.00;32,658.56;32,300.00;90.00;0,28;19,076.00;622,994,630.00;;;;;;;;;;;;
2021-04-05;CORFICOLCF;32,230.00;32,500.00;32,390.94;32,230.00;-500.00;-1,53;8,590.00;278,238,210.00;;;;;;;;;;;;
2021-04-06;CORFICOLCF;32,200.00;32,530.00;32,317.39;32,160.00;-30.00;-0,09;65,562.00;2,118,792,740.00;;;;;;;;;;;;
2021-04-07;CORFICOLCF;32,600.00;32,730.00;32,587.43;32,340.00;400.00;1,24;15,845.00;516,347,890.00;;;;;;;;;;;;
2021-04-08;CORFICOLCF;32,400.00;32,590.00;32,339.78;32,140.00;-200.00;-0,61;41,018.00;1,326,513,150.00;;;;;;;;;;;;
2021-04-09;CORFICOLCF;32,310.00;32,500.00;32,091.38;32,000.00;-90.00;-0,28;49,808.00;1,598,407,390.00;;;;;;;;;;;;
2021-04-12;CORFICOLCF;32,300.00;32,630.00;32,255.07;32,120.00;-10.00;-0,03;17,362.00;560,012,440.00;;;;;;;;;;;;
2021-04-13;CORFICOLCF;32,660.00;32,790.00;32,515.11;32,170.00;360.00;1,11;110,738.00;3,600,658,400.00;;;;;;;;;;;;
2021-04-14;CORFICOLCF;32,580.00;32,660.00;32,556.69;32,420.00;-80.00;-0,24;27,265.00;887,658,150.00;;;;;;;;;;;;
2021-04-15;CORFICOLCF;32,410.00;32,650.00;32,561.60;32,400.00;-170.00;-0,52;21,129.00;687,993,970.00;;;;;;;;;;;;
2021-04-16;CORFICOLCF;32,600.00;32,600.00;32,553.20;32,300.00;190.00;0,59;112,116.00;3,649,734,560.00;;;;;;;;;;;;
2021-04-19;CORFICOLCF;32,570.00;32,840.00;32,587.83;32,410.00;-30.00;-0,09;14,214.00;463,203,410.00;;;;;;;;;;;;
2021-04-20;CORFICOLCF;32,500.00;32,500.00;32,428.06;32,390.00;-70.00;-0,21;26,476.00;858,565,230.00;;;;;;;;;;;;
2021-04-21;CORFICOLCF;32,460.00;32,500.00;32,421.03;32,390.00;-40.00;-0,12;94,344.00;3,058,730,090.00;;;;;;;;;;;;
2021-04-22;CORFICOLCF;32,600.00;32,600.00;32,436.81;32,400.00;140.00;0,43;203,963.00;6,615,910,060.00;;;;;;;;;;;;
2021-04-23;CORFICOLCF;32,350.00;32,500.00;32,479.97;32,350.00;-250.00;-0,77;75,941.00;2,466,561,540.00;;;;;;;;;;;;
2021-04-26;CORFICOLCF;32,310.00;32,600.00;32,383.23;32,210.00;-40.00;-0,12;96,336.00;3,119,670,800.00;;;;;;;;;;;;
2021-04-27;CORFICOLCF;32,730.00;32,750.00;32,513.30;32,310.00;420.00;1,3;37,901.00;1,232,286,560.00;;;;;;;;;;;;
2021-04-28;CORFICOLCF;32,200.00;32,790.00;32,392.04;32,200.00;-530.00;-1,62;124,290.00;4,026,007,040.00;;;;;;;;;;;;
2021-04-29;CORFICOLCF;32,640.00;32,750.00;32,584.86;32,500.00;440.00;1,37;32,998.00;1,075,235,210.00;;;;;;;;;;;;
2021-04-30;CORFICOLCF;32,020.00;32,500.00;32,249.52;32,020.00;-620.00;-1,9;75,913.00;2,448,157,790.00;;;;;;;;;;;;
2021-05-03;CORFICOLCF;31,650.00;32,010.00;31,698.64;31,210.00;-370.00;-1,16;28,721.00;910,416,700.00;;;;;;;;;;;;
