Fecha,precio_cierre,precio_maximo,precio_minimo,Precio promedio ponderado,Variacion porcentual,Variacion absoluta,cantidad,volumen,ticker,log_ret_30,roc_30,log_ret_60,roc_60,log_ret_90,roc_90,ret_diario,volatilidad_20d,atr_14,volumen_ma20,volumen_relativo,max_52w,min_52w,prox_max_52w,prox_min_52w,rsi_14,dist_sma_20
2021-03-11,34000.0,34100.0,33860.0,33996.76,0.0,0.0,142303.0,4837840750.0,BANCOLOMBIA,,,,,,,0.08280254777070062,0.09032064048207028,2350.0,6887203651.5,0.7024390441752569,,,,,54.124956825759426,0.11693303329061831
2021-03-12,35000.0,36490.0,35000.0,35574.63,-2.45,-880.0,216790.0,7712223990.0,BANCOLOMBIA,,,,,,,0.02941176470588225,0.0868305636923822,2442.8571428571427,7108376844.5,1.0849486681290985,,,,,57.896563665027706,0.1361791916852401
2021-04-01,33500.0,34580.0,33500.0,33898.03,-4.23,-1480.0,60031.0,2034932680.0,BANCOLOMBIA,,,,,,,-0.042857142857142816,0.08618466758118894,2319.285714285714,6965581699.0,0.2921410971738571,,,,,60.30368760505236,0.07454452142434743
2021-04-02,31000.0,31120.0,30600.0,30920.03,0.0,0.0,333625.0,10315693540.0,BANCOLOMBIA,,,,,,,-0.07462686567164178,0.07666783118424143,2376.4285714285716,7255138086.0,1.4218466165248944,,,,,55.86068316202111,-0.005166714803595304
2021-04-03,30380.0,30500.0,30150.0,30397.53,0.26,80.0,74133.0,2253459770.0,BANCOLOMBIA,,,,,,,-0.020000000000000018,0.07581091722014796,2392.1428571428573,7244289909.0,0.3110670332506153,,,,,54.42536325092618,-0.020947470189463503
2021-04-05,27100.0,27800.0,26800.0,27337.79,-1.09,-300.0,60730.0,1660223890.0,BANCOLOMBIA,,,,,,,-0.10796576695194204,0.07853299634547813,2383.5714285714284,5389956091.0,0.3080217838457341,,,,,43.18030603444696,-0.11611219830019204
2021-04-06,27800.0,28000.0,27500.0,27816.27,-1.91,-540.0,56534.0,1572565280.0,BANCOLOMBIA,,,,,,,0.02583025830258312,0.07685258451632405,2240.714285714286,4663142475.5,0.3372329471514557,,,,,38.91273245548003,-0.08761220236342532
2021-04-08,28190.0,28190.0,27570.0,27962.43,1.99,550.0,149117.0,4169673250.0,BANCOLOMBIA,,,,,,,0.014028776978417312,0.07653906316157554,2150.714285714286,4810839258.0,0.8667247077661556,,,,,35.47412162838543,-0.07136857015560527
2021-04-10,33280.0,33290.0,32950.0,33175.29,0.85,280.0,76066.0,2523511690.0,BANCOLOMBIA,,,,,,,0.18056048244058176,0.08376703013539738,2166.4285714285716,4631963494.5,0.5448038813337844,,,,,54.272863539736875,0.08649875124185048
2021-04-11,33400.0,34200.0,33400.0,33682.56,-1.76,-600.0,78985.0,2660416640.0,BANCOLOMBIA,0.06781734369996674,0.07016981736622885,,,,,0.0036057692307691624,0.08361970036821768,2182.1428571428573,4547262524.0,0.5850589505133219,,,,,55.93869728800223,0.08001487445376744
2021-05-01,35670.0,35670.0,33500.0,35136.73,6.48,2170.0,180065.0,6326894460.0,BANCOLOMBIA,0.14972166491806924,0.1615109084988604,,,,,0.0679640718562875,0.08449605259114183,2110.714285714286,4795177752.0,1.3194285566079675,,,,,66.23478598636487,0.1387434554929529
2021-05-02,31500.0,31740.0,31500.0,31598.17,1.61,500.0,46422.0,1466850170.0,BANCOLOMBIA,0.1281941869567003,0.13677372789606634,,,,,-0.11690496215306978,0.08529061418328297,2341.4285714285716,4752078372.5,0.30867550049018044,,,,,55.50522645376052,0.005137368773568481
2021-05-03,30000.0,30680.0,30000.0,30180.57,-1.25,-380.0,124799.0,3766505220.0,BANCOLOMBIA,0.14002864460370318,0.1503067484662577,,,,,-0.04761904761904767,0.08352752340093404,2375.714285714286,4747552307.0,0.793357287385017,,,,,53.999999974372884,-0.036577924787675326
2021-05-04,29360.0,29370.0,28920.0,29172.26,2.12,610.0,58306.0,1700917530.0,BANCOLOMBIA,-0.0639848937997927,-0.06198083067092652,,,,,-0.021333333333333315,0.08246563925420275,2184.285714285714,4049715035.0,0.4200091896095597,,,,,46.133434395531914,-0.04715542141150958
2021-05-05,27660.0,28200.0,27330.0,27723.4,2.07,560.0,219983.0,6098677800.0,BANCOLOMBIA,-0.17652023522986812,-0.16181818181818186,,,,,-0.05790190735694822,0.07773795811408546,2136.4285714285716,3662534077.0,1.6651525069209612,,,,,37.5588696810901,-0.09743522808531505
2021-05-08,27530.0,28200.0,27530.0,27749.45,-2.34,-660.0,53999.0,1498442420.0,BANCOLOMBIA,-0.2256830048827981,-0.20202898550724635,,,,,-0.004699927693420092,0.07760219760206184,2006.4285714285713,3477347333.5,0.4309153720608622,,,,,34.823242564505264,-0.0975989510744047
2021-05-10,33100.0,33380.0,32900.0,33142.41,-0.54,-180.0,36961.0,1224976670.0,BANCOLOMBIA,0.04605975615549077,0.04713698196773164,,,,,0.2023247366509262,0.08673585595009105,2317.1428571428573,3483176621.5,0.3516837654567382,,,,,49.30264990619814,0.07493707883169808
2021-05-11,33460.0,33800.0,33280.0,33481.41,0.18,60.0,116076.0,3886387870.0,BANCOLOMBIA,0.0942647014027718,0.09885057471264358,,,,,0.010876132930513593,0.0865898018174715,2160.0,3540506416.0,1.0976926499658117,,,,,54.634513912400784,0.07766880847455855
2021-06-01,34100.0,34990.0,34000.0,34351.38,-4.4,-1570.0,280542.0,9637005180.0,BANCOLOMBIA,0.20426136359287966,0.22661870503597115,,,,,0.019127316198445987,0.08617259331366041,2208.5714285714284,3824754918.5,2.5196399208186278,,,,,57.003012018146,0.08697384568519281
2021-06-04,29430.0,29600.0,29110.0,29281.63,0.24,70.0,265178.0,7764843180.0,BANCOLOMBIA,0.06782855757285575,0.07018181818181812,,,,,-0.136950146627566,0.08742497237325814,2309.285714285714,4155602099.0,1.8685242222465241,,,,,54.16815739683884,-0.058932625585683095
2021-06-05,28520.0,28520.0,27410.0,27879.57,3.11,860.0,334894.0,9336700630.0,BANCOLOMBIA,0.02917318235280235,0.029602888086642576,,,,,-0.030920829085966717,0.08545145991566262,2389.285714285714,4380545093.0,2.1314015566053204,,,,,51.27840906541556,-0.07997032162069839
2021-06-07,27010.0,27710.0,27000.0,27229.52,-1.78,-490.0,69027.0,1879572400.0,BANCOLOMBIA,-0.14421092701091243,-0.13429487179487176,,,,,-0.05294530154277699,0.08566957132203315,2453.5714285714284,4088912513.5,0.4596753767155404,,,,,47.984972654652,-0.11730583832685809
2021-06-08,27250.0,27630.0,27000.0,27237.34,-1.02,-280.0,66022.0,1798263670.0,BANCOLOMBIA,-0.22130700350690827,-0.19852941176470584,,,,,0.008885597926693745,0.08539068379806868,2134.285714285714,4077079063.0,0.44106666616290724,,,,,37.65861643359719,-0.10027404496647822
2021-06-09,31260.0,31260.0,31000.0,31224.54,-0.45,-140.0,19912.0,621743010.0,BANCOLOMBIA,-0.13784071219726485,-0.1287625418060201,,,,,0.14715596330275238,0.09039139642175961,2355.0,3592381536.5,0.17307265491787216,,,,,46.221751389579644,0.031683168315786034
